email,genero,faixa_etaria,escolaridade_categoria,renda_media,profissao_categoria,onde_acompanha_conteudo,nivel_idioma,fala_outro_idioma_categoria,motivo_fluencia_espanhol_categoria,problema_aprender_categoria,investir_portal_vhe,tempo_antes_redes_sociais,fez_curso_espanhol,ouviu_falar_portal_vhe,lancamentos,leadscore_estimado_total,faixa_predita_por_regressao,possivel_comprador_regressivo
lead2084@exemplo.com,Masculino,44 - 55,Fundamental completo,Não tenho renda.,Outros,Facebook,Intermediário,Não Fala Outro Idioma,Trabalho,Falta de prática / escuta,Sim,<1 mês,Não,Sim,L2-25,2725.0,C,False
lead2085@exemplo.com,Masculino,44 - 55,Superior completo,De 1.500 a 2.500,Docência,Não acompanhava,Intermediário,Inglês Básico,Todas Alternativas Acima,Outros,Sim,3-6 meses,Não,Não,L2-25,2231.01,D,False
lead2086@exemplo.com,Feminino,25 - 34,Superior incompleto,Mais de 10.000,Vendas,Facebook,Iniciante (voltando),Inglês Básico,Todas Alternativas Acima,Outros,Não,>6 meses,Não,Não,L2-25,3064.97,C,False
lead2087@exemplo.com,Masculino,+55,Pós-graduação completa,De 5.000 a 10.000,Empreendedorismo,Instagram,Intermediário,Inglês Intermediário ou Avançado,Viagem,Falta de prática / escuta,Sim,3-6 meses,Sim,Não,L2-25,3033.98,C,False
lead2088@exemplo.com,Feminino,18 - 24,Médio incompleto,De 1.500 a 2.500,Vendas,Instagram,Avançado,Inglês Intermediário ou Avançado,Intercâmbio,Nada impede,Não,1-3 meses,Sim,Sim,L2-25,2588.54,D,False
lead2089@exemplo.com,Feminino,44 - 55,Médio incompleto,De 2.500 a 5.000,Vendas,Instagram,Avançado,Outros,Trabalho,Outros,Sim,3-6 meses,Não,Não,L2-25,2539.35,D,False
lead2090@exemplo.com,Masculino,25 - 34,Médio incompleto,De 2.500 a 5.000,Administrativo,YouTube,Intermediário,Outros,Todas Alternativas Acima,Nada impede,Não,<1 mês,Sim,Não,L2-25,2373.58,D,False
lead2091@exemplo.com,Feminino,25 - 34,Pós-graduação completa,De 5.000 a 10.000,Tecnologia,Instagram,Intermediário,Outros,Trabalho,Falta de curso presencial / professor ao vivo,Sim,<1 mês,Sim,Não,L2-25,3415.96,B,True
lead2092@exemplo.com,Masculino,35 - 44,Fundamental completo,De 5.000 a 10.000,Vendas,Instagram,Perdido,Inglês Básico,Viagem,Falta de prática / escuta,Sim,3-6 meses,Sim,Sim,L2-25,2351.19,D,False
lead2093@exemplo.com,Feminino,18 - 24,Médio incompleto,De 5.000 a 10.000,Administrativo,Facebook,Intermediário,Não Fala Outro Idioma,Viagem,Outros,Não,3-6 meses,Sim,Não,L2-25,3695.18,B,True
lead2094@exemplo.com,Feminino,35 - 44,Médio incompleto,Mais de 10.000,Administrativo,Outros,Perdido,Inglês Básico,Trabalho,Falta de curso presencial / professor ao vivo,Não,<1 mês,Não,Não,L2-25,3112.64,C,False
lead2095@exemplo.com,Masculino,18 - 24,Superior incompleto,Não tenho renda.,CLT,YouTube,Intermediário,Não Fala Outro Idioma,Todas Alternativas Acima,Outros,Não,<1 mês,Sim,Sim,L2-25,2711.26,C,False
lead2096@exemplo.com,Masculino,25 - 34,Pós-graduação completa,De 1.500 a 2.500,Outros,Outros,Intermediário,Não Fala Outro Idioma,Viagem,Outros,Não,<1 mês,Sim,Sim,L2-25,3174.23,C,False
lead2097@exemplo.com,Masculino,+55,Pós-graduação completa,Mais de 10.000,Administrativo,Outros,Intermediário,Inglês Intermediário ou Avançado,Viagem,Outros,Não,3-6 meses,Não,Não,L2-25,3412.01,B,True
lead2098@exemplo.com,Masculino,44 - 55,Médio incompleto,De 5.000 a 10.000,Empreendedorismo,Instagram,Intermediário,Inglês Intermediário ou Avançado,Viagem,Falta de disciplina / foco,Sim,1-3 meses,Não,Não,L2-25,2735.79,C,False
lead2099@exemplo.com,Feminino,+55,Médio completo,Mais de 10.000,Empreendedorismo,YouTube,Avançado,Não Fala Outro Idioma,Viagem,Falta de disciplina / foco,Sim,<1 mês,Não,Sim,L2-25,3914.03,B,True
lead2100@exemplo.com,Masculino,+55,Pós-graduação completa,De 2.500 a 5.000,Administrativo,Instagram,Intermediário,Não Fala Outro Idioma,Trabalho,Falta de curso presencial / professor ao vivo,Sim,1-3 meses,Sim,Não,L2-25,3286.44,C,False
lead2101@exemplo.com,Feminino,18 - 24,Pós-graduação completa,Não tenho renda.,CLT,Facebook,Iniciante (voltando),Outros,Viagem,Outros,Não,1-3 meses,Não,Sim,L2-25,2838.0,C,False
lead2102@exemplo.com,Feminino,35 - 44,Médio incompleto,Não tenho renda.,CLT,Instagram,Intermediário,Outros,Trabalho,Falta de prática / escuta,Sim,1-3 meses,Não,Não,L2-25,2417.77,D,False
lead2103@exemplo.com,Masculino,35 - 44,Médio completo,Não tenho renda.,Vendas,Outros,Iniciante (voltando),Inglês Intermediário ou Avançado,Intercâmbio,Nada impede,Sim,<1 mês,Não,Sim,L2-25,2393.72,D,False
lead2104@exemplo.com,Feminino,35 - 44,Médio incompleto,Não tenho renda.,Outros,Facebook,Intermediário,Inglês Intermediário ou Avançado,Intercâmbio,Falta de disciplina / foco,Não,>6 meses,Não,Sim,L2-25,2564.12,D,False
lead2105@exemplo.com,Masculino,+55,Fundamental completo,Mais de 10.000,Tecnologia,YouTube,Intermediário,Inglês Básico,Pessoal,Falta de curso presencial / professor ao vivo,Não,>6 meses,Sim,Não,L2-25,2763.77,C,False
lead2106@exemplo.com,Feminino,35 - 44,Fundamental completo,De 1.500 a 2.500,Empreendedorismo,YouTube,Iniciante (voltando),Inglês Básico,Todas Alternativas Acima,Falta de curso presencial / professor ao vivo,Não,3-6 meses,Sim,Não,L2-25,2586.66,D,False
lead2107@exemplo.com,Masculino,18 - 24,Médio completo,Até 1.500,Docência,Facebook,Perdido,Inglês Intermediário ou Avançado,Pessoal,Nada impede,Não,<1 mês,Não,Sim,L2-25,2207.02,D,False
lead2108@exemplo.com,Masculino,25 - 34,Médio incompleto,Mais de 10.000,Outros,Facebook,Intermediário,Outros,Viagem,Nada impede,Sim,<1 mês,Não,Sim,L2-25,2805.93,C,False
lead2109@exemplo.com,Masculino,35 - 44,Superior completo,De 5.000 a 10.000,Empreendedorismo,Facebook,Iniciante (voltando),Outros,Todas Alternativas Acima,Nada impede,Sim,3-6 meses,Sim,Sim,L2-25,2497.06,D,False
lead2110@exemplo.com,Feminino,18 - 24,Pós-graduação completa,De 5.000 a 10.000,Outros,YouTube,Avançado,Não Fala Outro Idioma,Viagem,Outros,Sim,>6 meses,Não,Sim,L2-25,3826.82,B,True
lead2111@exemplo.com,Masculino,18 - 24,Médio completo,Até 1.500,Vendas,Outros,Intermediário,Outros,Intercâmbio,Falta de curso presencial / professor ao vivo,Sim,<1 mês,Não,Não,L2-25,1945.03,D,False
lead2112@exemplo.com,Feminino,18 - 24,Superior incompleto,Não tenho renda.,Empreendedorismo,Facebook,Avançado,Não Fala Outro Idioma,Pessoal,Falta de disciplina / foco,Sim,1-3 meses,Sim,Sim,L2-25,3157.02,C,False
lead2113@exemplo.com,Masculino,18 - 24,Fundamental completo,De 1.500 a 2.500,Administrativo,Facebook,Perdido,Inglês Intermediário ou Avançado,Pessoal,Falta de prática / escuta,Sim,>6 meses,Não,Não,L2-25,2340.56,D,False
lead2114@exemplo.com,Masculino,35 - 44,Fundamental completo,Mais de 10.000,Outros,Instagram,Avançado,Não Fala Outro Idioma,Viagem,Falta de curso presencial / professor ao vivo,Sim,<1 mês,Sim,Sim,L2-25,3542.77,B,True
lead2115@exemplo.com,Masculino,25 - 34,Médio completo,De 2.500 a 5.000,Docência,Outros,Avançado,Inglês Básico,Pessoal,Nada impede,Sim,1-3 meses,Não,Não,L2-25,2240.98,D,False
lead2116@exemplo.com,Masculino,35 - 44,Médio completo,De 1.500 a 2.500,Empreendedorismo,YouTube,Intermediário,Inglês Básico,Trabalho,Nada impede,Não,3-6 meses,Sim,Sim,L2-25,2238.59,D,False
lead2117@exemplo.com,Feminino,35 - 44,Médio incompleto,De 5.000 a 10.000,Tecnologia,Instagram,Intermediário,Inglês Intermediário ou Avançado,Pessoal,Falta de disciplina / foco,Não,1-3 meses,Sim,Não,L2-25,3121.06,C,False
lead2118@exemplo.com,Masculino,44 - 55,Superior completo,Não tenho renda.,Tecnologia,Não acompanhava,Iniciante (voltando),Outros,Viagem,Outros,Sim,>6 meses,Não,Não,L2-25,2125.45,D,False
lead2119@exemplo.com,Masculino,35 - 44,Médio completo,Até 1.500,CLT,Instagram,Avançado,Não Fala Outro Idioma,Trabalho,Falta de curso presencial / professor ao vivo,Não,>6 meses,Sim,Não,L2-25,2729.08,C,False
lead2120@exemplo.com,Feminino,44 - 55,Superior completo,De 2.500 a 5.000,Empreendedorismo,Instagram,Intermediário,Inglês Intermediário ou Avançado,Pessoal,Outros,Sim,<1 mês,Não,Sim,L2-25,3173.09,C,False
lead2121@exemplo.com,Feminino,25 - 34,Médio incompleto,Mais de 10.000,Administrativo,Instagram,Avançado,Inglês Básico,Trabalho,Falta de curso presencial / professor ao vivo,Sim,<1 mês,Sim,Sim,L2-25,3038.79,C,False
lead2122@exemplo.com,Masculino,44 - 55,Médio completo,De 2.500 a 5.000,Saúde,Facebook,Perdido,Não Fala Outro Idioma,Pessoal,Falta de prática / escuta,Não,3-6 meses,Não,Sim,L2-25,3021.06,C,False
lead2123@exemplo.com,Feminino,44 - 55,Médio completo,De 2.500 a 5.000,Vendas,YouTube,Iniciante (voltando),Inglês Intermediário ou Avançado,Trabalho,Outros,Sim,<1 mês,Não,Sim,L2-25,3029.97,C,False
lead2124@exemplo.com,Feminino,+55,Médio completo,Até 1.500,Empreendedorismo,Facebook,Avançado,Inglês Intermediário ou Avançado,Intercâmbio,Outros,Sim,<1 mês,Não,Sim,L2-25,2684.19,C,False
lead2125@exemplo.com,Feminino,18 - 24,Pós-graduação completa,Não tenho renda.,Saúde,Não acompanhava,Avançado,Não Fala Outro Idioma,Viagem,Falta de curso presencial / professor ao vivo,Sim,>6 meses,Não,Sim,L2-25,3076.12,C,False
lead2126@exemplo.com,Feminino,35 - 44,Fundamental completo,Até 1.500,Saúde,Instagram,Intermediário,Outros,Trabalho,Outros,Sim,<1 mês,Sim,Não,L2-25,2540.05,D,False
lead2127@exemplo.com,Feminino,18 - 24,Médio incompleto,De 5.000 a 10.000,CLT,Facebook,Intermediário,Inglês Básico,Intercâmbio,Falta de prática / escuta,Sim,3-6 meses,Não,Não,L2-25,2646.92,D,False
lead2128@exemplo.com,Feminino,+55,Médio incompleto,Mais de 10.000,Docência,Instagram,Intermediário,Inglês Intermediário ou Avançado,Intercâmbio,Nada impede,Sim,1-3 meses,Não,Não,L2-25,3239.33,C,False
lead2129@exemplo.com,Masculino,+55,Médio incompleto,De 5.000 a 10.000,Saúde,Instagram,Intermediário,Inglês Intermediário ou Avançado,Viagem,Nada impede,Sim,<1 mês,Sim,Sim,L2-25,2690.97,C,False
lead2130@exemplo.com,Masculino,25 - 34,Superior completo,Não tenho renda.,CLT,Outros,Iniciante (voltando),Não Fala Outro Idioma,Pessoal,Nada impede,Sim,3-6 meses,Sim,Sim,L2-25,2941.64,C,False
lead2131@exemplo.com,Masculino,35 - 44,Pós-graduação completa,Até 1.500,Saúde,Facebook,Avançado,Inglês Intermediário ou Avançado,Trabalho,Falta de prática / escuta,Não,<1 mês,Não,Sim,L2-25,2624.67,D,False
lead2132@exemplo.com,Feminino,44 - 55,Superior completo,Até 1.500,Vendas,YouTube,Iniciante (voltando),Inglês Básico,Intercâmbio,Nada impede,Sim,<1 mês,Não,Não,L2-25,2633.86,D,False
lead2133@exemplo.com,Masculino,44 - 55,Médio completo,Não tenho renda.,Empreendedorismo,Facebook,Iniciante (voltando),Inglês Básico,Trabalho,Falta de curso presencial / professor ao vivo,Sim,>6 meses,Sim,Não,L2-25,2105.41,D,False
lead2134@exemplo.com,Masculino,25 - 34,Médio incompleto,De 2.500 a 5.000,CLT,Outros,Avançado,Não Fala Outro Idioma,Pessoal,Falta de prática / escuta,Sim,>6 meses,Não,Não,L2-25,2932.16,C,False
lead2135@exemplo.com,Masculino,44 - 55,Médio incompleto,Não tenho renda.,Docência,Instagram,Perdido,Inglês Básico,Intercâmbio,Nada impede,Sim,1-3 meses,Não,Sim,L2-25,2015.79,D,False
lead2136@exemplo.com,Masculino,44 - 55,Superior incompleto,De 2.500 a 5.000,Docência,Não acompanhava,Avançado,Não Fala Outro Idioma,Pessoal,Nada impede,Sim,1-3 meses,Não,Não,L2-25,2875.3,C,False
lead2137@exemplo.com,Feminino,25 - 34,Superior incompleto,De 2.500 a 5.000,Docência,YouTube,Intermediário,Outros,Todas Alternativas Acima,Falta de curso presencial / professor ao vivo,Sim,<1 mês,Sim,Não,L2-25,2748.1,C,False
lead2138@exemplo.com,Feminino,18 - 24,Médio completo,Até 1.500,Administrativo,Instagram,Iniciante (voltando),Inglês Intermediário ou Avançado,Trabalho,Falta de disciplina / foco,Não,<1 mês,Sim,Não,L2-25,2699.87,C,False
lead2139@exemplo.com,Masculino,44 - 55,Médio completo,Até 1.500,Docência,Não acompanhava,Iniciante (voltando),Inglês Básico,Pessoal,Falta de prática / escuta,Sim,3-6 meses,Não,Não,L2-25,1975.79,D,False
lead2140@exemplo.com,Masculino,18 - 24,Fundamental completo,De 1.500 a 2.500,Vendas,Facebook,Intermediário,Não Fala Outro Idioma,Pessoal,Falta de curso presencial / professor ao vivo,Sim,>6 meses,Não,Sim,L2-25,2770.72,C,False
lead2141@exemplo.com,Masculino,18 - 24,Médio completo,De 1.500 a 2.500,Outros,Instagram,Avançado,Não Fala Outro Idioma,Trabalho,Falta de curso presencial / professor ao vivo,Sim,<1 mês,Sim,Não,L2-25,2700.92,C,False
lead2142@exemplo.com,Feminino,+55,Médio incompleto,Mais de 10.000,Vendas,Instagram,Iniciante (voltando),Outros,Pessoal,Falta de disciplina / foco,Sim,>6 meses,Não,Sim,L2-25,2933.95,C,False
lead2143@exemplo.com,Feminino,44 - 55,Pós-graduação completa,De 2.500 a 5.000,Administrativo,Outros,Avançado,Inglês Básico,Intercâmbio,Falta de prática / escuta,Não,<1 mês,Não,Não,L2-25,3141.75,C,False
lead2144@exemplo.com,Masculino,35 - 44,Médio completo,Não tenho renda.,Empreendedorismo,Não acompanhava,Perdido,Inglês Básico,Todas Alternativas Acima,Outros,Sim,<1 mês,Não,Não,L2-25,2045.97,D,False
lead2145@exemplo.com,Masculino,25 - 34,Médio incompleto,Não tenho renda.,Empreendedorismo,Instagram,Perdido,Inglês Básico,Intercâmbio,Falta de disciplina / foco,Sim,1-3 meses,Sim,Sim,L2-25,2036.8,D,False
lead2146@exemplo.com,Masculino,25 - 34,Pós-graduação completa,De 1.500 a 2.500,Vendas,Facebook,Intermediário,Inglês Básico,Todas Alternativas Acima,Falta de disciplina / foco,Sim,3-6 meses,Não,Não,L2-25,2601.17,D,False
lead2147@exemplo.com,Masculino,+55,Fundamental completo,De 2.500 a 5.000,CLT,Não acompanhava,Avançado,Outros,Pessoal,Nada impede,Não,<1 mês,Sim,Sim,L2-25,2070.28,D,False
lead2148@exemplo.com,Feminino,44 - 55,Médio incompleto,De 5.000 a 10.000,Tecnologia,Facebook,Perdido,Não Fala Outro Idioma,Trabalho,Falta de disciplina / foco,Não,3-6 meses,Não,Sim,L2-25,3759.46,B,True
lead2149@exemplo.com,Feminino,44 - 55,Superior incompleto,De 1.500 a 2.500,Docência,Outros,Intermediário,Inglês Intermediário ou Avançado,Todas Alternativas Acima,Falta de prática / escuta,Não,3-6 meses,Sim,Sim,L2-25,2918.32,C,False
lead2150@exemplo.com,Feminino,25 - 34,Superior incompleto,De 1.500 a 2.500,Docência,Instagram,Intermediário,Outros,Intercâmbio,Falta de prática / escuta,Não,<1 mês,Não,Não,L2-25,2625.45,D,False
lead2151@exemplo.com,Masculino,18 - 24,Médio incompleto,Até 1.500,Tecnologia,Não acompanhava,Intermediário,Outros,Intercâmbio,Nada impede,Não,3-6 meses,Sim,Não,L2-25,1752.38,D,False
lead2152@exemplo.com,Masculino,35 - 44,Superior incompleto,De 5.000 a 10.000,Saúde,Não acompanhava,Perdido,Inglês Básico,Todas Alternativas Acima,Outros,Não,1-3 meses,Não,Sim,L2-25,2298.28,D,False
lead2153@exemplo.com,Feminino,18 - 24,Médio incompleto,Mais de 10.000,CLT,Facebook,Perdido,Inglês Básico,Trabalho,Outros,Não,1-3 meses,Sim,Não,L2-25,2814.46,C,False
lead2154@exemplo.com,Feminino,44 - 55,Médio completo,De 5.000 a 10.000,Saúde,Não acompanhava,Iniciante (voltando),Outros,Trabalho,Outros,Não,1-3 meses,Sim,Sim,L2-25,2683.04,C,False
lead2155@exemplo.com,Masculino,35 - 44,Médio incompleto,De 2.500 a 5.000,Saúde,YouTube,Iniciante (voltando),Inglês Básico,Viagem,Falta de disciplina / foco,Sim,3-6 meses,Não,Não,L2-25,2241.47,D,False
lead2156@exemplo.com,Feminino,35 - 44,Médio incompleto,De 2.500 a 5.000,Docência,Facebook,Intermediário,Outros,Viagem,Falta de disciplina / foco,Não,>6 meses,Não,Sim,L2-25,2684.41,C,False
lead2157@exemplo.com,Masculino,25 - 34,Médio incompleto,Até 1.500,Empreendedorismo,YouTube,Avançado,Não Fala Outro Idioma,Intercâmbio,Falta de curso presencial / professor ao vivo,Não,<1 mês,Não,Sim,L2-25,2677.84,C,False
lead2158@exemplo.com,Feminino,25 - 34,Médio completo,Mais de 10.000,Docência,Facebook,Perdido,Inglês Intermediário ou Avançado,Trabalho,Nada impede,Não,3-6 meses,Não,Não,L2-25,3438.34,B,True
lead2159@exemplo.com,Feminino,25 - 34,Pós-graduação completa,Até 1.500,Administrativo,Instagram,Perdido,Inglês Básico,Intercâmbio,Falta de prática / escuta,Não,1-3 meses,Sim,Sim,L2-25,3036.57,C,False
lead2160@exemplo.com,Masculino,35 - 44,Médio incompleto,De 5.000 a 10.000,Outros,Instagram,Intermediário,Não Fala Outro Idioma,Todas Alternativas Acima,Nada impede,Sim,>6 meses,Sim,Sim,L2-25,3242.39,C,False
lead2161@exemplo.com,Masculino,25 - 34,Superior completo,De 5.000 a 10.000,Empreendedorismo,Facebook,Iniciante (voltando),Inglês Básico,Trabalho,Nada impede,Não,1-3 meses,Não,Não,L2-25,2514.79,D,False
lead2162@exemplo.com,Feminino,18 - 24,Médio completo,De 5.000 a 10.000,Empreendedorismo,Outros,Avançado,Inglês Intermediário ou Avançado,Viagem,Outros,Sim,<1 mês,Não,Não,L2-25,2886.37,C,False
lead2163@exemplo.com,Feminino,35 - 44,Médio completo,Mais de 10.000,Saúde,Não acompanhava,Iniciante (voltando),Inglês Básico,Trabalho,Nada impede,Sim,1-3 meses,Não,Sim,L2-25,3048.89,C,False
lead2164@exemplo.com,Feminino,35 - 44,Superior incompleto,De 5.000 a 10.000,Tecnologia,Não acompanhava,Iniciante (voltando),Inglês Básico,Pessoal,Outros,Não,>6 meses,Sim,Não,L2-25,2639.55,D,False
lead2165@exemplo.com,Feminino,44 - 55,Pós-graduação completa,De 5.000 a 10.000,CLT,Instagram,Avançado,Outros,Viagem,Nada impede,Sim,3-6 meses,Não,Não,L2-25,3241.62,C,False
lead2166@exemplo.com,Feminino,+55,Fundamental completo,De 5.000 a 10.000,CLT,Outros,Avançado,Inglês Intermediário ou Avançado,Pessoal,Nada impede,Sim,3-6 meses,Não,Sim,L2-25,3005.57,C,False
lead2167@exemplo.com,Masculino,18 - 24,Médio completo,De 1.500 a 2.500,Tecnologia,Facebook,Perdido,Inglês Básico,Viagem,Falta de prática / escuta,Sim,3-6 meses,Sim,Sim,L2-25,2011.64,D,False
lead2168@exemplo.com,Feminino,18 - 24,Médio completo,Mais de 10.000,Vendas,Facebook,Iniciante (voltando),Outros,Trabalho,Falta de prática / escuta,Não,<1 mês,Não,Não,L2-25,2914.56,C,False
lead2169@exemplo.com,Feminino,18 - 24,Superior incompleto,Mais de 10.000,Vendas,Outros,Intermediário,Inglês Básico,Todas Alternativas Acima,Falta de disciplina / foco,Não,>6 meses,Não,Não,L2-25,2880.79,C,False
lead2170@exemplo.com,Masculino,44 - 55,Superior completo,De 2.500 a 5.000,Vendas,YouTube,Avançado,Não Fala Outro Idioma,Pessoal,Falta de disciplina / foco,Não,3-6 meses,Sim,Sim,L2-25,3073.25,C,False
lead2171@exemplo.com,Feminino,35 - 44,Superior incompleto,De 5.000 a 10.000,Saúde,Facebook,Intermediário,Inglês Básico,Todas Alternativas Acima,Nada impede,Não,<1 mês,Sim,Não,L2-25,2848.11,C,False
lead2172@exemplo.com,Feminino,35 - 44,Pós-graduação completa,De 1.500 a 2.500,Empreendedorismo,Não acompanhava,Intermediário,Outros,Intercâmbio,Falta de disciplina / foco,Sim,<1 mês,Não,Sim,L2-25,3014.37,C,False
lead2173@exemplo.com,Masculino,18 - 24,Médio completo,Não tenho renda.,Empreendedorismo,Instagram,Iniciante (voltando),Outros,Todas Alternativas Acima,Falta de disciplina / foco,Não,3-6 meses,Sim,Sim,L2-25,1974.72,D,False
lead2174@exemplo.com,Masculino,25 - 34,Pós-graduação completa,Não tenho renda.,Administrativo,Outros,Intermediário,Outros,Trabalho,Falta de curso presencial / professor ao vivo,Não,<1 mês,Não,Sim,L2-25,2559.84,D,False
lead2175@exemplo.com,Masculino,18 - 24,Superior completo,De 2.500 a 5.000,Administrativo,Instagram,Iniciante (voltando),Outros,Intercâmbio,Falta de disciplina / foco,Não,1-3 meses,Não,Sim,L2-25,2360.91,D,False
lead2176@exemplo.com,Feminino,35 - 44,Médio completo,Até 1.500,Outros,Não acompanhava,Perdido,Inglês Básico,Trabalho,Falta de disciplina / foco,Não,>6 meses,Não,Não,L2-25,2443.08,D,False
lead2177@exemplo.com,Feminino,18 - 24,Superior incompleto,Até 1.500,Saúde,Instagram,Perdido,Inglês Intermediário ou Avançado,Pessoal,Falta de prática / escuta,Não,>6 meses,Não,Sim,L2-25,2535.16,D,False
lead2178@exemplo.com,Feminino,18 - 24,Médio completo,Até 1.500,Docência,Instagram,Intermediário,Outros,Trabalho,Nada impede,Sim,1-3 meses,Sim,Não,L2-25,2465.74,D,False
lead2179@exemplo.com,Masculino,+55,Médio completo,Até 1.500,Saúde,Outros,Perdido,Outros,Pessoal,Falta de prática / escuta,Não,<1 mês,Sim,Sim,L2-25,1820.01,D,False
lead2180@exemplo.com,Masculino,+55,Médio completo,Até 1.500,Empreendedorismo,Facebook,Intermediário,Inglês Básico,Pessoal,Nada impede,Não,3-6 meses,Sim,Sim,L2-25,2076.46,D,False
lead2181@exemplo.com,Feminino,35 - 44,Superior completo,Não tenho renda.,Outros,YouTube,Avançado,Não Fala Outro Idioma,Intercâmbio,Nada impede,Não,3-6 meses,Não,Não,L2-25,3307.82,C,False
lead2182@exemplo.com,Masculino,44 - 55,Pós-graduação completa,Mais de 10.000,Outros,Outros,Avançado,Não Fala Outro Idioma,Pessoal,Falta de curso presencial / professor ao vivo,Não,3-6 meses,Não,Sim,L2-25,3739.32,B,True
lead2183@exemplo.com,Masculino,44 - 55,Superior completo,De 1.500 a 2.500,Administrativo,Outros,Avançado,Não Fala Outro Idioma,Trabalho,Falta de curso presencial / professor ao vivo,Sim,<1 mês,Não,Não,L2-25,3022.51,C,False
lead2184@exemplo.com,Feminino,35 - 44,Superior incompleto,Mais de 10.000,Saúde,Outros,Avançado,Não Fala Outro Idioma,Trabalho,Falta de curso presencial / professor ao vivo,Sim,>6 meses,Sim,Não,L2-25,3979.74,B,True
lead2185@exemplo.com,Feminino,25 - 34,Pós-graduação completa,De 2.500 a 5.000,Empreendedorismo,Outros,Avançado,Outros,Intercâmbio,Outros,Sim,<1 mês,Sim,Não,L2-25,3104.42,C,False
lead2186@exemplo.com,Feminino,35 - 44,Médio completo,Não tenho renda.,Outros,Instagram,Intermediário,Inglês Básico,Pessoal,Outros,Sim,<1 mês,Sim,Não,L2-25,2363.07,D,False
lead2187@exemplo.com,Masculino,44 - 55,Médio completo,De 5.000 a 10.000,Vendas,Não acompanhava,Intermediário,Inglês Básico,Viagem,Falta de prática / escuta,Não,3-6 meses,Não,Sim,L2-25,2375.61,D,False
lead2188@exemplo.com,Feminino,25 - 34,Superior completo,De 1.500 a 2.500,Outros,Outros,Avançado,Não Fala Outro Idioma,Viagem,Falta de prática / escuta,Não,<1 mês,Não,Não,L2-25,3586.49,B,True
lead2189@exemplo.com,Masculino,18 - 24,Médio completo,Até 1.500,Administrativo,Instagram,Intermediário,Outros,Todas Alternativas Acima,Falta de disciplina / foco,Sim,1-3 meses,Não,Não,L2-25,2134.35,D,False
lead2190@exemplo.com,Feminino,35 - 44,Médio completo,Até 1.500,Empreendedorismo,Outros,Perdido,Inglês Básico,Pessoal,Falta de curso presencial / professor ao vivo,Sim,<1 mês,Não,Sim,L2-25,2356.72,D,False
lead2191@exemplo.com,Masculino,18 - 24,Médio completo,De 2.500 a 5.000,CLT,Não acompanhava,Avançado,Outros,Viagem,Nada impede,Não,<1 mês,Sim,Não,L2-25,1683.71,D,False
lead2192@exemplo.com,Masculino,+55,Superior completo,Não tenho renda.,Vendas,Não acompanhava,Iniciante (voltando),Não Fala Outro Idioma,Intercâmbio,Falta de curso presencial / professor ao vivo,Não,<1 mês,Não,Sim,L2-25,2824.61,C,False
lead2193@exemplo.com,Masculino,35 - 44,Superior incompleto,Até 1.500,Tecnologia,YouTube,Avançado,Outros,Pessoal,Falta de disciplina / foco,Não,3-6 meses,Sim,Sim,L2-25,2001.03,D,False
lead2194@exemplo.com,Feminino,18 - 24,Superior incompleto,Mais de 10.000,Empreendedorismo,Facebook,Iniciante (voltando),Inglês Básico,Pessoal,Nada impede,Sim,<1 mês,Não,Sim,L2-25,2853.52,C,False
lead2195@exemplo.com,Feminino,44 - 55,Superior incompleto,Até 1.500,Docência,YouTube,Avançado,Não Fala Outro Idioma,Pessoal,Outros,Não,3-6 meses,Sim,Não,L2-25,3372.83,C,False
lead2196@exemplo.com,Masculino,+55,Médio incompleto,Até 1.500,Tecnologia,Facebook,Iniciante (voltando),Inglês Intermediário ou Avançado,Intercâmbio,Falta de disciplina / foco,Não,<1 mês,Não,Não,L2-25,2214.73,D,False
lead2197@exemplo.com,Feminino,25 - 34,Pós-graduação completa,De 1.500 a 2.500,Tecnologia,YouTube,Intermediário,Não Fala Outro Idioma,Trabalho,Outros,Sim,1-3 meses,Sim,Sim,L2-25,3788.54,B,True
lead2198@exemplo.com,Feminino,44 - 55,Fundamental completo,De 2.500 a 5.000,Administrativo,YouTube,Avançado,Inglês Intermediário ou Avançado,Intercâmbio,Outros,Sim,1-3 meses,Não,Não,L2-25,3008.06,C,False
lead2199@exemplo.com,Masculino,44 - 55,Fundamental completo,Até 1.500,CLT,Não acompanhava,Perdido,Outros,Pessoal,Nada impede,Sim,>6 meses,Sim,Sim,L2-25,1890.48,D,False
lead2200@exemplo.com,Feminino,44 - 55,Médio completo,De 5.000 a 10.000,Empreendedorismo,YouTube,Intermediário,Outros,Trabalho,Falta de disciplina / foco,Sim,<1 mês,Sim,Não,L2-25,2896.97,C,False
lead2201@exemplo.com,Feminino,44 - 55,Pós-graduação completa,De 1.500 a 2.500,CLT,Instagram,Perdido,Inglês Intermediário ou Avançado,Viagem,Nada impede,Não,1-3 meses,Sim,Não,L2-25,3301.08,C,False
lead2202@exemplo.com,Feminino,35 - 44,Superior incompleto,Até 1.500,Administrativo,Outros,Intermediário,Inglês Intermediário ou Avançado,Pessoal,Falta de curso presencial / professor ao vivo,Não,>6 meses,Não,Não,L2-25,2771.4,C,False
lead2203@exemplo.com,Feminino,+55,Superior completo,De 1.500 a 2.500,Vendas,Facebook,Intermediário,Inglês Intermediário ou Avançado,Trabalho,Nada impede,Não,3-6 meses,Sim,Não,L2-25,3069.25,C,False
