email,genero,faixa_etaria,escolaridade_categoria,renda_media,profissao_categoria,onde_acompanha_conteudo,nivel_idioma,fala_outro_idioma_categoria,motivo_fluencia_espanhol_categoria,problema_aprender_categoria,investir_portal_vhe,tempo_antes_redes_sociais,fez_curso_espanhol,ouviu_falar_portal_vhe
lead2006@exemplo.com,Feminino,45-54,Pós,<2k,Desempregado,Facebook,Iniciante,Não,Viagem,Falta de disciplina,Sim,>6 meses,Não,Sim
lead2007@exemplo.com,Masculino,18-24,Pós,<2k,Empreendedor,Facebook,Intermediário,Sim,Pessoal,Falta de disciplina,Sim,1-3 meses,Sim,Sim
lead2008@exemplo.com,Masculino,+55,Superior,+10k,CLT,Facebook,Iniciante,Sim,Trabalho,Nenhum,Não,<1 mês,Não,Não
lead2009@exemplo.com,Masculino,35-44,Pós,+10k,CLT,LinkedIn,Iniciante,Sim,Viagem,Nenhum,Sim,<1 mês,Sim,Sim
lead2010@exemplo.com,Masculino,45-54,Fundamental,<2k,Estudante,Instagram,Iniciante,Sim,Pessoal,Nenhum,Não,>6 meses,Não,Sim
lead2011@exemplo.com,Masculino,+55,Fundamental,+10k,CLT,YouTube,Avançado,Não,Viagem,Falta de tempo,Não,3-6 meses,Sim,Sim
lead2012@exemplo.com,Feminino,35-44,Fundamental,+10k,Empreendedor,Instagram,Intermediário,Sim,Trabalho,Nenhum,Não,3-6 meses,Sim,Não
lead2013@exemplo.com,Feminino,45-54,Médio,2k-5k,Estudante,YouTube,Avançado,Não,Viagem,Falta de tempo,Não,1-3 meses,Não,Não
lead2014@exemplo.com,Feminino,35-44,Médio,+10k,CLT,YouTube,Intermediário,Não,Viagem,Nenhum,Não,1-3 meses,Não,Não
lead2015@exemplo.com,Feminino,+55,Pós,5k-10k,Estudante,YouTube,Intermediário,Sim,Viagem,Nenhum,Não,<1 mês,Sim,Não
lead2016@exemplo.com,Masculino,25-34,Superior,2k-5k,Estudante,Facebook,Avançado,Não,Trabalho,Falta de tempo,Não,1-3 meses,Não,Sim
lead2017@exemplo.com,Feminino,+55,Superior,5k-10k,Desempregado,YouTube,Intermediário,Não,Pessoal,Nenhum,Não,<1 mês,Não,Sim
lead2018@exemplo.com,Masculino,18-24,Superior,+10k,Estudante,Instagram,Intermediário,Não,Pessoal,Nenhum,Sim,>6 meses,Sim,Não
lead2019@exemplo.com,Feminino,35-44,Médio,<2k,Estudante,YouTube,Avançado,Sim,Pessoal,Nenhum,Não,3-6 meses,Sim,Sim
lead2020@exemplo.com,Masculino,25-34,Fundamental,2k-5k,CLT,Instagram,Iniciante,Não,Pessoal,Falta de disciplina,Sim,3-6 meses,Não,Sim
lead2021@exemplo.com,Masculino,35-44,Fundamental,<2k,Empreendedor,YouTube,Intermediário,Não,Trabalho,Nenhum,Sim,<1 mês,Não,Sim
lead2022@exemplo.com,Feminino,35-44,Médio,2k-5k,Empreendedor,YouTube,Avançado,Sim,Viagem,Falta de tempo,Não,3-6 meses,Não,Não
lead2023@exemplo.com,Masculino,45-54,Superior,<2k,CLT,Facebook,Intermediário,Sim,Pessoal,Falta de tempo,Sim,>6 meses,Não,Sim
lead2024@exemplo.com,Masculino,18-24,Superior,2k-5k,Empreendedor,Instagram,Avançado,Não,Pessoal,Falta de tempo,Não,1-3 meses,Sim,Não
lead2025@exemplo.com,Feminino,35-44,Pós,2k-5k,Estudante,YouTube,Iniciante,Não,Trabalho,Nenhum,Sim,>6 meses,Sim,Sim
lead2026@exemplo.com,Masculino,+55,Pós,5k-10k,Desempregado,YouTube,Intermediário,Não,Viagem,Falta de tempo,Não,3-6 meses,Sim,Sim
lead2027@exemplo.com,Feminino,+55,Superior,<2k,Estudante,Instagram,Iniciante,Sim,Viagem,Falta de disciplina,Sim,>6 meses,Sim,Não
lead2028@exemplo.com,Feminino,45-54,Médio,5k-10k,Estudante,YouTube,Iniciante,Não,Pessoal,Falta de tempo,Não,3-6 meses,Não,Não
lead2029@exemplo.com,Feminino,18-24,Superior,5k-10k,Desempregado,LinkedIn,Avançado,Sim,Pessoal,Nenhum,Sim,<1 mês,Sim,Sim
lead2030@exemplo.com,Masculino,18-24,Pós,<2k,CLT,Facebook,Intermediário,Não,Viagem,Falta de disciplina,Não,1-3 meses,Sim,Não
lead2031@exemplo.com,Masculino,+55,Superior,2k-5k,Estudante,Instagram,Intermediário,Não,Trabalho,Falta de tempo,Não,1-3 meses,Não,Não
lead2032@exemplo.com,Masculino,25-34,Médio,5k-10k,Estudante,Facebook,Intermediário,Sim,Viagem,Falta de disciplina,Sim,3-6 meses,Não,Sim
lead2033@exemplo.com,Feminino,45-54,Fundamental,<2k,CLT,LinkedIn,Intermediário,Não,Viagem,Falta de tempo,Sim,3-6 meses,Sim,Não
lead2034@exemplo.com,Masculino,45-54,Médio,2k-5k,Estudante,LinkedIn,Intermediário,Sim,Pessoal,Nenhum,Sim,1-3 meses,Não,Não
lead2035@exemplo.com,Feminino,+55,Médio,5k-10k,Estudante,LinkedIn,Avançado,Não,Trabalho,Falta de disciplina,Sim,>6 meses,Sim,Não
lead2036@exemplo.com,Feminino,+55,Pós,5k-10k,Empreendedor,Instagram,Intermediário,Sim,Trabalho,Falta de tempo,Não,>6 meses,Não,Não
lead2037@exemplo.com,Masculino,25-34,Médio,5k-10k,CLT,LinkedIn,Iniciante,Sim,Trabalho,Falta de tempo,Sim,>6 meses,Não,Não
lead2038@exemplo.com,Feminino,25-34,Médio,2k-5k,Estudante,Instagram,Iniciante,Não,Pessoal,Falta de disciplina,Sim,1-3 meses,Sim,Não
lead2039@exemplo.com,Masculino,18-24,Pós,5k-10k,Estudante,Instagram,Intermediário,Sim,Trabalho,Falta de disciplina,Não,<1 mês,Não,Sim
lead2040@exemplo.com,Masculino,45-54,Pós,2k-5k,Desempregado,YouTube,Avançado,Não,Trabalho,Falta de disciplina,Não,3-6 meses,Sim,Não
lead2041@exemplo.com,Masculino,45-54,Fundamental,+10k,Desempregado,Instagram,Avançado,Sim,Pessoal,Falta de disciplina,Não,3-6 meses,Sim,Não
lead2042@exemplo.com,Masculino,+55,Superior,5k-10k,Desempregado,LinkedIn,Intermediário,Sim,Viagem,Falta de tempo,Sim,1-3 meses,Sim,Sim
lead2043@exemplo.com,Masculino,18-24,Médio,+10k,Estudante,Instagram,Iniciante,Sim,Trabalho,Falta de tempo,Sim,<1 mês,Não,Não
lead2044@exemplo.com,Feminino,45-54,Pós,<2k,Estudante,Instagram,Intermediário,Não,Viagem,Falta de tempo,Sim,1-3 meses,Sim,Não
lead2045@exemplo.com,Feminino,18-24,Fundamental,5k-10k,Desempregado,Facebook,Intermediário,Sim,Trabalho,Nenhum,Sim,>6 meses,Sim,Sim
lead2046@exemplo.com,Feminino,18-24,Superior,<2k,Empreendedor,LinkedIn,Intermediário,Sim,Viagem,Falta de disciplina,Não,>6 meses,Sim,Sim
lead2047@exemplo.com,Masculino,+55,Pós,<2k,Empreendedor,Instagram,Avançado,Sim,Viagem,Falta de tempo,Sim,3-6 meses,Sim,Não
lead2048@exemplo.com,Masculino,18-24,Superior,<2k,Empreendedor,YouTube,Avançado,Não,Pessoal,Falta de disciplina,Sim,3-6 meses,Sim,Não
lead2049@exemplo.com,Masculino,25-34,Superior,+10k,Empreendedor,Instagram,Iniciante,Não,Pessoal,Falta de disciplina,Não,3-6 meses,Sim,Sim
lead2050@exemplo.com,Feminino,25-34,Médio,2k-5k,CLT,Instagram,Iniciante,Sim,Trabalho,Falta de tempo,Não,3-6 meses,Não,Não
lead2051@exemplo.com,Masculino,35-44,Médio,+10k,Desempregado,Facebook,Intermediário,Sim,Trabalho,Falta de disciplina,Não,>6 meses,Sim,Não
lead2052@exemplo.com,Feminino,+55,Pós,+10k,Estudante,LinkedIn,Iniciante,Não,Pessoal,Falta de disciplina,Sim,>6 meses,Não,Sim
lead2053@exemplo.com,Feminino,35-44,Superior,<2k,Desempregado,LinkedIn,Intermediário,Sim,Trabalho,Falta de disciplina,Sim,<1 mês,Não,Sim
lead2054@exemplo.com,Masculino,25-34,Pós,5k-10k,Empreendedor,YouTube,Iniciante,Sim,Trabalho,Falta de disciplina,Não,3-6 meses,Sim,Sim
lead2055@exemplo.com,Masculino,35-44,Pós,2k-5k,Estudante,YouTube,Intermediário,Sim,Pessoal,Falta de disciplina,Sim,1-3 meses,Não,Não
lead2056@exemplo.com,Feminino,+55,Superior,<2k,CLT,YouTube,Avançado,Sim,Viagem,Falta de tempo,Sim,<1 mês,Não,Sim
lead2057@exemplo.com,Masculino,+55,Pós,2k-5k,Desempregado,Instagram,Intermediário,Sim,Trabalho,Falta de tempo,Não,<1 mês,Sim,Não
lead2058@exemplo.com,Feminino,18-24,Superior,+10k,Estudante,Instagram,Avançado,Sim,Pessoal,Falta de disciplina,Não,>6 meses,Não,Sim
lead2059@exemplo.com,Masculino,45-54,Superior,2k-5k,Estudante,YouTube,Avançado,Não,Trabalho,Falta de disciplina,Não,3-6 meses,Sim,Sim
lead2060@exemplo.com,Masculino,18-24,Superior,2k-5k,Empreendedor,LinkedIn,Iniciante,Sim,Trabalho,Falta de disciplina,Sim,<1 mês,Não,Não
lead2061@exemplo.com,Feminino,+55,Superior,5k-10k,Empreendedor,LinkedIn,Iniciante,Sim,Pessoal,Nenhum,Sim,3-6 meses,Sim,Sim
lead2062@exemplo.com,Masculino,25-34,Fundamental,<2k,Desempregado,YouTube,Avançado,Não,Pessoal,Falta de disciplina,Sim,>6 meses,Não,Não
lead2063@exemplo.com,Feminino,25-34,Superior,2k-5k,CLT,Facebook,Intermediário,Não,Trabalho,Nenhum,Não,<1 mês,Sim,Não
lead2064@exemplo.com,Masculino,18-24,Médio,2k-5k,Estudante,LinkedIn,Intermediário,Não,Trabalho,Nenhum,Sim,<1 mês,Sim,Não
lead2065@exemplo.com,Feminino,+55,Médio,+10k,Empreendedor,LinkedIn,Iniciante,Não,Viagem,Nenhum,Sim,1-3 meses,Não,Não
lead2066@exemplo.com,Feminino,25-34,Médio,+10k,Desempregado,YouTube,Intermediário,Sim,Viagem,Falta de tempo,Não,>6 meses,Sim,Não
lead2067@exemplo.com,Masculino,+55,Superior,2k-5k,Empreendedor,LinkedIn,Intermediário,Não,Pessoal,Nenhum,Sim,1-3 meses,Sim,Sim
lead2068@exemplo.com,Feminino,25-34,Médio,<2k,Desempregado,Instagram,Intermediário,Sim,Trabalho,Falta de disciplina,Sim,>6 meses,Não,Sim
lead2069@exemplo.com,Masculino,+55,Fundamental,2k-5k,Empreendedor,Instagram,Avançado,Não,Pessoal,Falta de disciplina,Não,1-3 meses,Sim,Não
lead2070@exemplo.com,Masculino,35-44,Pós,2k-5k,CLT,LinkedIn,Avançado,Não,Pessoal,Falta de tempo,Não,>6 meses,Sim,Não
lead2071@exemplo.com,Masculino,+55,Superior,5k-10k,Estudante,Instagram,Intermediário,Não,Trabalho,Falta de tempo,Não,>6 meses,Não,Não
lead2072@exemplo.com,Feminino,+55,Médio,<2k,Empreendedor,Facebook,Iniciante,Sim,Viagem,Falta de disciplina,Não,<1 mês,Não,Não
lead2073@exemplo.com,Feminino,18-24,Fundamental,5k-10k,Estudante,LinkedIn,Intermediário,Não,Pessoal,Falta de tempo,Não,1-3 meses,Não,Sim
lead2074@exemplo.com,Masculino,35-44,Pós,<2k,Desempregado,YouTube,Iniciante,Não,Pessoal,Falta de tempo,Sim,1-3 meses,Não,Sim
lead2075@exemplo.com,Masculino,45-54,Fundamental,<2k,CLT,Instagram,Avançado,Não,Trabalho,Nenhum,Não,1-3 meses,Não,Sim
lead2076@exemplo.com,Feminino,18-24,Médio,<2k,Estudante,Facebook,Intermediário,Sim,Viagem,Nenhum,Não,<1 mês,Não,Sim
lead2077@exemplo.com,Masculino,45-54,Fundamental,5k-10k,Empreendedor,Facebook,Intermediário,Sim,Viagem,Falta de tempo,Não,3-6 meses,Sim,Sim
lead2078@exemplo.com,Masculino,25-34,Pós,5k-10k,Estudante,Instagram,Iniciante,Não,Trabalho,Falta de disciplina,Sim,>6 meses,Não,Sim
lead2079@exemplo.com,Feminino,45-54,Médio,5k-10k,Estudante,Facebook,Iniciante,Sim,Pessoal,Nenhum,Sim,1-3 meses,Não,Não
lead2080@exemplo.com,Masculino,+55,Pós,+10k,Desempregado,LinkedIn,Intermediário,Não,Trabalho,Falta de disciplina,Não,>6 meses,Não,Sim
lead2081@exemplo.com,Feminino,45-54,Fundamental,5k-10k,CLT,Facebook,Intermediário,Sim,Trabalho,Falta de tempo,Sim,<1 mês,Sim,Sim
lead2082@exemplo.com,Masculino,18-24,Superior,+10k,CLT,Instagram,Iniciante,Não,Viagem,Falta de disciplina,Sim,>6 meses,Sim,Não
lead2083@exemplo.com,Feminino,18-24,Superior,+10k,Estudante,Facebook,Avançado,Sim,Pessoal,Falta de disciplina,Sim,<1 mês,Sim,Não
lead2084@exemplo.com,Masculino,45-54,Superior,+10k,Estudante,Instagram,Iniciante,Não,Pessoal,Falta de disciplina,Não,3-6 meses,Não,Não
lead2085@exemplo.com,Masculino,18-24,Superior,2k-5k,Desempregado,Instagram,Intermediário,Sim,Viagem,Falta de disciplina,Sim,1-3 meses,Sim,Não
lead2086@exemplo.com,Feminino,18-24,Pós,2k-5k,Estudante,Facebook,Avançado,Sim,Pessoal,Falta de tempo,Sim,<1 mês,Sim,Não
lead2087@exemplo.com,Masculino,45-54,Superior,2k-5k,Desempregado,Instagram,Avançado,Não,Pessoal,Falta de tempo,Não,>6 meses,Sim,Sim
lead2088@exemplo.com,Feminino,35-44,Pós,+10k,CLT,Instagram,Avançado,Não,Trabalho,Nenhum,Não,<1 mês,Sim,Não
lead2089@exemplo.com,Masculino,35-44,Médio,+10k,CLT,YouTube,Avançado,Sim,Trabalho,Nenhum,Sim,<1 mês,Não,Não
lead2090@exemplo.com,Feminino,25-34,Superior,<2k,Desempregado,LinkedIn,Intermediário,Não,Trabalho,Nenhum,Não,3-6 meses,Não,Não
lead2091@exemplo.com,Feminino,18-24,Pós,+10k,Estudante,Instagram,Avançado,Não,Pessoal,Nenhum,Não,1-3 meses,Não,Sim
lead2092@exemplo.com,Feminino,45-54,Superior,2k-5k,CLT,LinkedIn,Iniciante,Não,Pessoal,Falta de disciplina,Não,<1 mês,Não,Não
lead2093@exemplo.com,Feminino,18-24,Superior,+10k,Empreendedor,YouTube,Iniciante,Não,Pessoal,Nenhum,Não,<1 mês,Não,Não
lead2094@exemplo.com,Masculino,+55,Superior,+10k,Desempregado,YouTube,Iniciante,Sim,Pessoal,Nenhum,Sim,>6 meses,Não,Sim
lead2095@exemplo.com,Masculino,18-24,Pós,<2k,CLT,YouTube,Intermediário,Não,Viagem,Falta de disciplina,Não,<1 mês,Sim,Não
lead2096@exemplo.com,Feminino,18-24,Fundamental,+10k,CLT,YouTube,Avançado,Sim,Viagem,Falta de tempo,Não,<1 mês,Não,Sim
lead2097@exemplo.com,Feminino,35-44,Superior,5k-10k,CLT,LinkedIn,Iniciante,Sim,Pessoal,Nenhum,Sim,1-3 meses,Não,Sim
lead2098@exemplo.com,Feminino,45-54,Superior,<2k,Empreendedor,Facebook,Iniciante,Não,Trabalho,Falta de tempo,Não,1-3 meses,Não,Não
lead2099@exemplo.com,Masculino,18-24,Médio,+10k,Empreendedor,Facebook,Iniciante,Não,Trabalho,Nenhum,Sim,>6 meses,Não,Sim
lead2100@exemplo.com,Masculino,35-44,Fundamental,+10k,Empreendedor,LinkedIn,Avançado,Sim,Viagem,Falta de tempo,Não,<1 mês,Não,Não
lead2101@exemplo.com,Masculino,25-34,Pós,<2k,Estudante,Instagram,Iniciante,Não,Viagem,Nenhum,Sim,<1 mês,Sim,Não
lead2102@exemplo.com,Masculino,35-44,Médio,+10k,Desempregado,LinkedIn,Avançado,Não,Pessoal,Falta de tempo,Não,<1 mês,Sim,Não
lead2103@exemplo.com,Feminino,35-44,Superior,2k-5k,Estudante,Instagram,Avançado,Sim,Pessoal,Falta de tempo,Não,3-6 meses,Sim,Sim
lead2104@exemplo.com,Feminino,35-44,Médio,5k-10k,Empreendedor,Instagram,Avançado,Sim,Pessoal,Nenhum,Sim,3-6 meses,Sim,Sim
lead2105@exemplo.com,Feminino,18-24,Médio,5k-10k,Desempregado,Facebook,Intermediário,Sim,Pessoal,Falta de tempo,Sim,>6 meses,Sim,Sim
lead2106@exemplo.com,Masculino,18-24,Superior,2k-5k,Estudante,YouTube,Intermediário,Não,Pessoal,Nenhum,Sim,3-6 meses,Não,Sim
lead2107@exemplo.com,Masculino,25-34,Fundamental,+10k,Estudante,Facebook,Avançado,Não,Trabalho,Nenhum,Sim,>6 meses,Sim,Sim
lead2108@exemplo.com,Masculino,+55,Fundamental,+10k,Estudante,Facebook,Avançado,Sim,Trabalho,Falta de disciplina,Sim,<1 mês,Sim,Não
lead2109@exemplo.com,Feminino,+55,Médio,5k-10k,Empreendedor,LinkedIn,Intermediário,Sim,Pessoal,Nenhum,Não,3-6 meses,Não,Não
lead2110@exemplo.com,Feminino,+55,Superior,+10k,CLT,LinkedIn,Intermediário,Não,Trabalho,Nenhum,Sim,1-3 meses,Sim,Não
lead2111@exemplo.com,Masculino,25-34,Pós,5k-10k,Desempregado,Instagram,Avançado,Não,Pessoal,Nenhum,Não,3-6 meses,Sim,Sim
lead2112@exemplo.com,Feminino,+55,Médio,5k-10k,Empreendedor,LinkedIn,Intermediário,Não,Pessoal,Nenhum,Sim,<1 mês,Não,Sim
lead2113@exemplo.com,Masculino,+55,Pós,2k-5k,Desempregado,Instagram,Iniciante,Sim,Viagem,Falta de disciplina,Sim,1-3 meses,Não,Sim
lead2114@exemplo.com,Masculino,35-44,Médio,5k-10k,Empreendedor,Instagram,Avançado,Não,Trabalho,Falta de disciplina,Não,>6 meses,Não,Não
lead2115@exemplo.com,Feminino,18-24,Médio,+10k,Estudante,YouTube,Avançado,Não,Trabalho,Falta de disciplina,Não,<1 mês,Sim,Não
lead2116@exemplo.com,Masculino,18-24,Superior,+10k,Estudante,YouTube,Intermediário,Sim,Viagem,Falta de disciplina,Não,1-3 meses,Sim,Sim
lead2117@exemplo.com,Feminino,35-44,Superior,<2k,CLT,Facebook,Iniciante,Não,Trabalho,Falta de tempo,Não,3-6 meses,Sim,Não
lead2118@exemplo.com,Masculino,35-44,Pós,+10k,CLT,YouTube,Intermediário,Sim,Viagem,Nenhum,Sim,>6 meses,Não,Sim
lead2119@exemplo.com,Feminino,35-44,Pós,<2k,Desempregado,Instagram,Iniciante,Não,Trabalho,Falta de disciplina,Não,3-6 meses,Sim,Não
lead2120@exemplo.com,Feminino,18-24,Fundamental,5k-10k,CLT,LinkedIn,Iniciante,Sim,Pessoal,Nenhum,Sim,1-3 meses,Sim,Sim
lead2121@exemplo.com,Feminino,+55,Superior,+10k,CLT,YouTube,Avançado,Sim,Viagem,Falta de disciplina,Sim,1-3 meses,Sim,Sim
lead2122@exemplo.com,Masculino,35-44,Médio,2k-5k,Desempregado,YouTube,Iniciante,Sim,Pessoal,Nenhum,Sim,<1 mês,Sim,Não
lead2123@exemplo.com,Masculino,25-34,Médio,2k-5k,Empreendedor,YouTube,Avançado,Não,Pessoal,Falta de tempo,Não,>6 meses,Não,Não
lead2124@exemplo.com,Feminino,35-44,Fundamental,2k-5k,CLT,YouTube,Iniciante,Não,Trabalho,Falta de disciplina,Não,>6 meses,Não,Sim
lead2125@exemplo.com,Feminino,45-54,Superior,5k-10k,Empreendedor,Instagram,Avançado,Não,Viagem,Falta de tempo,Não,1-3 meses,Não,Não
lead2126@exemplo.com,Masculino,35-44,Médio,5k-10k,Estudante,Instagram,Iniciante,Não,Pessoal,Falta de tempo,Não,<1 mês,Não,Não
lead2127@exemplo.com,Masculino,18-24,Fundamental,<2k,CLT,Facebook,Intermediário,Sim,Pessoal,Nenhum,Não,1-3 meses,Sim,Não
lead2128@exemplo.com,Masculino,35-44,Fundamental,2k-5k,Estudante,LinkedIn,Iniciante,Não,Viagem,Falta de disciplina,Não,1-3 meses,Não,Sim
lead2129@exemplo.com,Feminino,45-54,Médio,<2k,Estudante,Facebook,Intermediário,Não,Trabalho,Falta de tempo,Sim,>6 meses,Sim,Não
lead2130@exemplo.com,Masculino,25-34,Médio,<2k,Empreendedor,Facebook,Iniciante,Sim,Pessoal,Nenhum,Não,3-6 meses,Não,Não
lead2131@exemplo.com,Masculino,+55,Pós,+10k,Desempregado,YouTube,Iniciante,Sim,Trabalho,Nenhum,Sim,3-6 meses,Não,Não
lead2132@exemplo.com,Feminino,35-44,Superior,+10k,CLT,LinkedIn,Avançado,Sim,Viagem,Nenhum,Sim,>6 meses,Sim,Não
lead2133@exemplo.com,Masculino,45-54,Pós,2k-5k,Empreendedor,YouTube,Iniciante,Sim,Trabalho,Falta de tempo,Não,<1 mês,Sim,Sim
lead2134@exemplo.com,Masculino,45-54,Fundamental,5k-10k,Desempregado,Instagram,Iniciante,Não,Viagem,Nenhum,Não,>6 meses,Não,Sim
lead2135@exemplo.com,Masculino,25-34,Médio,+10k,Estudante,Facebook,Iniciante,Sim,Trabalho,Nenhum,Não,<1 mês,Sim,Sim
lead2136@exemplo.com,Feminino,18-24,Pós,5k-10k,CLT,LinkedIn,Intermediário,Não,Trabalho,Nenhum,Não,>6 meses,Não,Não
lead2137@exemplo.com,Feminino,35-44,Fundamental,<2k,Estudante,Instagram,Avançado,Não,Pessoal,Falta de tempo,Sim,<1 mês,Sim,Sim
lead2138@exemplo.com,Feminino,45-54,Superior,<2k,Estudante,Facebook,Avançado,Sim,Trabalho,Nenhum,Não,1-3 meses,Não,Não
lead2139@exemplo.com,Feminino,25-34,Médio,<2k,CLT,LinkedIn,Iniciante,Sim,Pessoal,Falta de tempo,Não,1-3 meses,Não,Sim
lead2140@exemplo.com,Feminino,+55,Pós,<2k,Desempregado,Facebook,Iniciante,Sim,Viagem,Nenhum,Sim,<1 mês,Não,Sim
lead2141@exemplo.com,Feminino,45-54,Superior,2k-5k,Desempregado,LinkedIn,Intermediário,Sim,Viagem,Falta de tempo,Sim,>6 meses,Não,Não
lead2142@exemplo.com,Feminino,25-34,Pós,<2k,CLT,Facebook,Iniciante,Sim,Pessoal,Falta de tempo,Não,1-3 meses,Sim,Não
lead2143@exemplo.com,Masculino,18-24,Fundamental,+10k,CLT,YouTube,Avançado,Não,Trabalho,Falta de disciplina,Sim,>6 meses,Sim,Não
lead2144@exemplo.com,Masculino,18-24,Superior,<2k,Empreendedor,Facebook,Avançado,Sim,Viagem,Falta de disciplina,Não,3-6 meses,Não,Sim
lead2145@exemplo.com,Feminino,45-54,Pós,5k-10k,Empreendedor,Facebook,Intermediário,Não,Viagem,Falta de disciplina,Não,1-3 meses,Não,Não
lead2146@exemplo.com,Masculino,45-54,Superior,+10k,Estudante,LinkedIn,Intermediário,Sim,Viagem,Falta de tempo,Sim,>6 meses,Não,Não
lead2147@exemplo.com,Masculino,35-44,Fundamental,5k-10k,CLT,LinkedIn,Avançado,Não,Pessoal,Nenhum,Sim,>6 meses,Sim,Não
lead2148@exemplo.com,Feminino,25-34,Superior,5k-10k,Desempregado,YouTube,Intermediário,Não,Viagem,Nenhum,Não,3-6 meses,Não,Sim
lead2149@exemplo.com,Masculino,45-54,Pós,2k-5k,Estudante,LinkedIn,Iniciante,Não,Viagem,Falta de tempo,Não,>6 meses,Sim,Não
lead2150@exemplo.com,Masculino,35-44,Fundamental,2k-5k,Estudante,Facebook,Iniciante,Sim,Viagem,Nenhum,Não,<1 mês,Sim,Sim
lead2151@exemplo.com,Masculino,35-44,Médio,5k-10k,Estudante,LinkedIn,Intermediário,Sim,Viagem,Falta de tempo,Sim,1-3 meses,Não,Sim
lead2152@exemplo.com,Masculino,45-54,Pós,5k-10k,Estudante,LinkedIn,Avançado,Sim,Pessoal,Nenhum,Sim,<1 mês,Sim,Não
lead2153@exemplo.com,Masculino,18-24,Pós,<2k,Desempregado,LinkedIn,Intermediário,Não,Pessoal,Falta de tempo,Não,3-6 meses,Não,Não
lead2154@exemplo.com,Feminino,25-34,Fundamental,+10k,Estudante,YouTube,Avançado,Não,Trabalho,Falta de disciplina,Não,<1 mês,Não,Não
lead2155@exemplo.com,Feminino,25-34,Fundamental,<2k,CLT,YouTube,Intermediário,Sim,Viagem,Falta de disciplina,Sim,>6 meses,Sim,Não
lead2156@exemplo.com,Feminino,18-24,Médio,2k-5k,Empreendedor,Instagram,Intermediário,Sim,Pessoal,Nenhum,Não,3-6 meses,Sim,Sim
lead2157@exemplo.com,Masculino,45-54,Pós,2k-5k,Desempregado,YouTube,Intermediário,Não,Trabalho,Nenhum,Sim,3-6 meses,Não,Não
lead2158@exemplo.com,Feminino,25-34,Fundamental,<2k,CLT,YouTube,Iniciante,Não,Trabalho,Nenhum,Não,<1 mês,Sim,Não
lead2159@exemplo.com,Masculino,45-54,Médio,+10k,CLT,YouTube,Iniciante,Sim,Viagem,Nenhum,Sim,3-6 meses,Sim,Sim
lead2160@exemplo.com,Masculino,45-54,Médio,5k-10k,CLT,Facebook,Avançado,Sim,Trabalho,Falta de disciplina,Não,<1 mês,Sim,Sim
lead2161@exemplo.com,Masculino,35-44,Fundamental,<2k,Empreendedor,Instagram,Intermediário,Sim,Pessoal,Falta de disciplina,Não,<1 mês,Não,Não
lead2162@exemplo.com,Masculino,18-24,Pós,2k-5k,Empreendedor,Facebook,Iniciante,Não,Trabalho,Falta de tempo,Não,<1 mês,Não,Não
lead2163@exemplo.com,Feminino,45-54,Superior,+10k,Empreendedor,YouTube,Intermediário,Não,Trabalho,Nenhum,Sim,3-6 meses,Sim,Não
lead2164@exemplo.com,Feminino,+55,Superior,2k-5k,CLT,YouTube,Avançado,Sim,Pessoal,Falta de disciplina,Não,3-6 meses,Não,Não
lead2165@exemplo.com,Masculino,18-24,Médio,+10k,Empreendedor,Instagram,Iniciante,Sim,Trabalho,Falta de tempo,Não,1-3 meses,Não,Não
lead2166@exemplo.com,Feminino,25-34,Superior,+10k,Estudante,Instagram,Avançado,Sim,Trabalho,Falta de tempo,Não,<1 mês,Sim,Sim
lead2167@exemplo.com,Masculino,35-44,Superior,+10k,Empreendedor,LinkedIn,Iniciante,Sim,Trabalho,Falta de tempo,Não,<1 mês,Sim,Sim
lead2168@exemplo.com,Feminino,25-34,Fundamental,<2k,Desempregado,YouTube,Intermediário,Sim,Trabalho,Falta de disciplina,Não,<1 mês,Sim,Sim
lead2169@exemplo.com,Feminino,25-34,Médio,<2k,CLT,YouTube,Avançado,Não,Viagem,Falta de tempo,Não,<1 mês,Não,Não
lead2170@exemplo.com,Masculino,18-24,Pós,<2k,CLT,Facebook,Iniciante,Sim,Viagem,Nenhum,Sim,<1 mês,Não,Não
lead2171@exemplo.com,Feminino,25-34,Médio,+10k,Estudante,LinkedIn,Iniciante,Não,Pessoal,Falta de tempo,Sim,<1 mês,Sim,Não
lead2172@exemplo.com,Masculino,45-54,Fundamental,+10k,Empreendedor,YouTube,Intermediário,Não,Trabalho,Falta de tempo,Não,<1 mês,Não,Não
lead2173@exemplo.com,Feminino,25-34,Superior,2k-5k,Empreendedor,Facebook,Avançado,Não,Pessoal,Falta de disciplina,Não,1-3 meses,Não,Sim
lead2174@exemplo.com,Masculino,35-44,Pós,5k-10k,Desempregado,Instagram,Avançado,Não,Viagem,Falta de tempo,Sim,1-3 meses,Não,Sim
lead2175@exemplo.com,Masculino,35-44,Médio,<2k,Estudante,Facebook,Avançado,Não,Trabalho,Falta de disciplina,Sim,>6 meses,Sim,Não
lead2176@exemplo.com,Feminino,+55,Superior,+10k,Desempregado,YouTube,Intermediário,Não,Trabalho,Falta de disciplina,Não,<1 mês,Não,Não
lead2177@exemplo.com,Feminino,35-44,Médio,2k-5k,Desempregado,Facebook,Iniciante,Não,Viagem,Nenhum,Sim,<1 mês,Não,Não
